# source_robot: unitree_r1
# target_robot: robot_zky
# method: mink frame-task IK
time,root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,dof_left_hip_yaw_joint,dof_left_hip_roll_joint,dof_left_hip_pitch_joint,dof_left_knee_joint,dof_left_ankle_pitch_joint,dof_left_ankle_roll_joint,dof_right_hip_yaw_joint,dof_right_hip_roll_joint,dof_right_hip_pitch_joint,dof_right_knee_joint,dof_right_ankle_pitch_joint,dof_right_ankle_roll_joint,dof_body_joint,dof_left_shoulder_pitch_joint,dof_left_shoulder_roll_joint,dof_left_elbow_joint,dof_right_shoulder_pitch_joint,dof_right_shoulder_roll_joint,dof_right_elbow_joint
1.88,0.202152482,0.156440061,0.145017358,0.00454734848,0.0122339497,0.0742516323,0.997154124,-1.79,-1.75910956,0.171769622,-0.74,0.57,0.174,-1.17968444,-1.70687408,0.298529218,-1.26609197,-0.57,0.174,0.422968751,1.39555157,0.0565381548,-1.57,-0.101939821,-1.21769153,-0.313125126
1.9,0.207288189,0.161354389,0.144859008,0.0030240943,0.01972113,0.0755682906,0.996941004,-1.79,-1.77650691,0.173673207,-0.74,0.57,0.174,-1.1554652,-1.72471226,0.307493808,-1.32010095,-0.57,0.174,0.433321091,1.41260229,0.0298395904,-1.57,-0.128523283,-1.2074199,-0.327254295
1.92,0.210895084,0.164761276,0.144480368,0.00128415542,0.0282123179,0.077424157,0.996598172,-1.79,-1.79508709,0.174483459,-0.74,0.57,0.174,-1.12846177,-1.7450495,0.312644708,-1.3714786,-0.57,0.174,0.440988774,1.42587867,0.00429610282,-1.57,-0.163703958,-1.18958485,-0.339115074
1.94,0.218859811,0.171410129,0.145842176,-0.000733090784,0.0373989084,0.0793905265,0.99614152,-1.79,-1.81684372,0.176418238,-0.74,0.57,0.174,-1.0989301,-1.76096089,0.314823074,-1.41891622,-0.57,0.174,0.446180591,1.43506611,-0.0199448354,-1.57,-0.210698805,-1.16516148,-0.349710782
1.96,0.223355858,0.175395499,0.145901708,-0.00237326917,0.0471657297,0.0815048879,0.995553472,-1.79,-1.83522147,0.175972069,-0.74,0.57,0.174,-1.07098719,-1.77997131,0.316278167,-1.45543794,-0.57,0.174,0.446580507,1.44278383,-0.0393638885,-1.57,-0.266899431,-1.13046167,-0.35582778
1.98,0.230525667,0.180937229,0.146800717,-0.00391486988,0.057053489,0.0839365653,0.994828742,-1.79,-1.85481587,0.177542927,-0.74,0.57,0.174,-1.049124,-1.79611315,0.318154373,-1.48141282,-0.57,0.174,0.441450657,1.44773579,-0.0552262461,-1.57,-0.3342447,-1.0823007,-0.355516541
2,0.237600434,0.185546153,0.147513259,-0.00527633589,0.066926823,0.0864105759,0.993995057,-1.79,-1.87372984,0.176736719,-0.74,0.57,0.174,-1.03623089,-1.81142413,0.323911657,-1.49562305,-0.57,0.174,0.429112116,1.45042866,-0.0630771622,-1.57,-0.411478062,-1.02096329,-0.345715085
2.02,0.24227731,0.188069883,0.148104755,-0.00642713308,0.0766457988,0.0886886386,0.993085313,-1.79,-1.89121589,0.178037066,-0.74,0.57,0.174,-1.03290494,-1.8256436,0.33555032,-1.50313404,-0.57,0.174,0.409163807,1.45153048,-0.0619469517,-1.57,-0.497019618,-0.943185699,-0.323315913
2.04,0.246366239,0.190853163,0.148183888,-0.00720058033,0.086754816,0.0914287156,0.991999266,-1.79,-1.90785399,0.176529676,-0.74,0.57,0.174,-1.03899335,-1.84129961,0.354430579,-1.50955942,-0.57,0.174,0.381093751,1.45222268,-0.050255287,-1.57,-0.585071107,-0.851935979,-0.286145745
2.06,0.249393015,0.192622674,0.148613884,-0.00753682224,0.0975726097,0.0933719283,0.990810005,-1.79,-1.92296176,0.174013195,-0.74,0.57,0.174,-1.05371081,-1.85660859,0.381799765,-1.51448109,-0.57,0.174,0.346360759,1.45391123,-0.0321545652,-1.57,-0.667097024,-0.75426984,-0.23364283
